,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Concepcion,74,CO,1568500249,90,9.56,-73.66,79.35,4.05
376,College,1,US,1568500250,51,64.86,-147.8,63.0,9.17
377,Ixtapa,75,MX,1568500250,66,20.71,-105.21,89.6,11.41
378,Surt,0,LY,1568500230,64,31.21,16.59,79.17,14.79
379,Solano,76,CO,1568500250,97,0.7,-75.25,73.23,2.17
380,Meulaboh,100,ID,1568500250,81,4.14,96.13,80.61,7.83
381,Sorland,94,NO,1568500251,72,67.67,12.69,49.11,23.06
382,Mosetse,0,BW,1568500251,50,-20.64,26.64,68.37,13.56
383,Kieta,96,PG,1568500251,71,-6.22,155.63,82.95,7.76
384,Bandar-e Anzali,0,IR,1568500251,100,37.47,49.46,62.6,2.42
385,Victoria Point,20,AU,1568500252,68,-27.58,153.3,70.0,6.93
386,Novo Aripuana,65,BR,1568500252,66,-5.12,-60.38,80.97,3.47
387,Khandyga,100,RU,1568500252,69,62.65,135.58,39.39,2.44
388,Sao Joao da Barra,40,BR,1568500252,78,-21.64,-41.05,75.2,10.29
389,Moron,22,HT,1568500253,76,18.56,-74.26,83.85,7.38
390,Zarate,92,MX,1568500253,93,18.92,-101.44,72.69,1.95
391,Keuruu,0,FI,1568500253,93,62.26,24.71,42.8,6.93
392,Luganville,90,VU,1568500253,88,-15.51,167.18,75.2,2.24
393,Koulamoutou,57,GA,1568500254,98,-1.13,12.47,70.71,2.28
394,Coquimbo,0,CL,1568500254,66,-29.95,-71.34,55.4,10.29
395,Ajra,84,IN,1568500254,98,16.12,74.21,69.45,0.56
396,Nuuk,20,GL,1568500254,86,64.17,-51.74,39.2,5.82
397,Lewisville,40,US,1568500203,32,33.05,-96.99,98.01,8.05
398,Tabou,99,CI,1568500255,94,4.42,-7.36,74.31,3.36
399,Biak,96,ID,1568500255,85,-0.91,122.88,65.31,4.23
400,Erenhot,0,CN,1568500255,37,43.65,111.97,56.31,19.84
401,Sao Felix do Xingu,66,BR,1568500256,43,-6.64,-51.99,82.77,3.65
402,Vangaindrano,65,MG,1568500256,93,-23.35,47.6,68.91,2.46
403,Feijo,20,EC,1568500256,69,-3.63,-79.92,89.6,9.17
404,Ormara,88,PK,1568500256,84,25.21,64.64,79.53,9.17
405,Gwadar,43,PK,1568500257,78,25.12,62.33,82.05,9.4
406,Abu Kamal,0,SY,1568500257,21,34.45,40.92,83.49,12.73
407,Kenai,1,US,1568500257,63,60.55,-151.26,64.4,4.7
408,Kalat,41,PK,1568500257,23,29.03,66.58,61.53,3.76
409,Carutapera,63,BR,1568500258,79,-1.2,-46.02,78.81,9.04
410,Karakol,6,KG,1568500258,42,42.49,78.39,51.99,5.06
411,Montepuez,0,MZ,1568500258,92,-13.13,39.0,64.77,3.6
412,Kuching,75,MY,1568500259,94,1.56,110.34,71.6,0.54
413,Hambantota,75,LK,1568500259,100,6.12,81.12,77.0,3.36
414,Sao Gabriel da Cachoeira,46,BR,1568500259,66,-0.13,-67.09,82.59,1.21
415,Nieves,38,MX,1568500259,59,24.0,-103.02,68.01,9.22
416,Pipri,35,IN,1568500260,90,24.21,83.02,76.65,4.52
417,Atasu,0,KZ,1568500260,63,48.68,71.64,52.71,5.53
418,Solvychegodsk,99,RU,1568500260,80,61.33,46.92,47.31,12.06
419,Warri,85,NG,1568499997,87,5.52,5.75,77.43,5.93
420,Pundaguitan,100,PH,1568500260,72,6.37,126.17,81.33,7.52
421,Nara,0,JP,1568500261,73,34.68,135.8,77.0,5.82
422,Havelock,20,US,1568500261,74,34.88,-76.9,84.0,16.11
423,Kawalu,38,ID,1568500261,89,-7.38,108.21,68.37,3.51
424,Northam,28,AU,1568500261,93,-31.65,116.67,55.4,1.12
425,High Level,40,CA,1568500262,45,58.52,-117.13,68.0,3.36
426,Bambous Virieux,75,MU,1568500262,83,-20.34,57.76,69.8,6.93
427,Wukari,86,NG,1568500262,92,7.87,9.78,73.59,4.43
428,Monroe,1,US,1568500263,47,41.91,-83.4,78.01,4.7
429,Nijar,1,ES,1568500158,69,36.97,-2.21,78.01,1.12
430,Miles City,1,US,1568500263,28,46.41,-105.84,84.0,19.46
431,Tondon,100,GN,1568500263,98,10.37,-13.36,73.23,3.15
432,Villarrica,90,CL,1568500263,93,-39.28,-72.23,50.0,4.7
433,Shache,96,CN,1568500264,24,38.42,77.24,67.47,4.0
434,Griffith,5,AU,1568500264,53,-34.29,146.06,55.4,11.61
435,Saint Anthony,1,US,1568500264,19,43.97,-111.68,82.4,12.75
436,Ozinki,71,RU,1568500265,35,51.2,49.73,64.41,12.62
437,Souillac,0,FR,1568500265,56,45.6,-0.6,78.01,3.36
438,Sala,100,SE,1568500265,81,59.92,16.61,53.6,16.11
439,Salvador,75,BR,1568500134,69,-12.98,-38.48,78.8,9.17
440,Rocha,83,UY,1568500265,97,-34.48,-54.34,52.53,7.43
441,Leningradskiy,23,RU,1568500266,79,69.38,178.42,44.97,14.14
442,Nyangao,0,TZ,1568500266,89,-10.33,39.28,65.85,5.88
443,Bonthe,99,SL,1568500266,91,7.53,-12.5,76.65,7.61
444,Wanaka,0,NZ,1568500266,75,-44.7,169.14,46.99,1.01
445,Rogovatoye,0,RU,1568500267,85,51.23,38.38,46.59,7.14
446,Andros,0,GR,1568500267,56,37.83,24.93,75.0,19.46
447,Guerrero Negro,9,MX,1568500267,77,27.97,-114.04,73.41,12.41
448,Kitgum,0,UG,1568500268,92,3.3,32.88,65.49,1.7
449,Hofn,100,IS,1568500268,87,64.25,-15.21,33.81,32.61
450,Verkhnyaya Inta,100,RU,1568500268,78,65.99,60.32,52.71,16.98
451,Ketchikan,90,US,1568500268,93,55.34,-131.65,59.0,5.82
452,Macaubas,2,BR,1568500269,50,-13.02,-42.7,75.75,10.2
453,Vostok,0,RU,1568500269,62,46.45,135.83,63.33,2.53
454,Merauke,58,ID,1568500269,81,-8.49,140.4,75.21,18.95
455,Bijie,100,CN,1568500269,96,27.3,105.3,57.57,3.71
456,Leticia,75,CO,1568500270,79,-4.21,-69.94,86.0,3.36
457,Ambositra,56,MG,1568500270,78,-20.53,47.24,58.47,2.62
458,Limoges,0,FR,1568500270,52,45.84,1.26,72.0,3.29
459,Dingle,81,PH,1568500270,83,11.0,122.67,79.71,10.18
460,Shiyan,95,CN,1568500271,84,32.65,110.78,60.99,3.94
461,Zhigansk,10,RU,1568500271,55,66.77,123.37,37.41,6.67
462,Aitape,68,PG,1568500271,70,-3.15,142.36,82.95,4.03
463,Henties Bay,0,NA,1568500271,92,-22.12,14.28,55.99,1.01
464,Mizan Teferi,0,ET,1568500272,80,6.99,35.58,62.79,3.96
465,Vanimo,71,PG,1568500272,75,-2.67,141.3,81.15,4.61
466,Benjamin Constant,40,BR,1568500272,74,-4.38,-70.03,86.0,4.7
467,Bagli,90,IN,1568500272,94,22.64,76.35,73.4,9.17
468,Tshela,78,CD,1568500273,78,-4.99,12.94,74.13,4.34
469,Ialibu,100,PG,1568500273,97,-6.28,143.99,65.85,3.31
470,Ornskoldsvik,100,SE,1568500273,86,63.29,18.72,48.2,2.24
471,Dong Hoi,9,VN,1568500083,93,17.48,106.6,74.01,2.37
472,Santa Maria,0,BR,1568500274,25,-16.02,-48.01,84.2,10.29
473,Pringsewu,89,ID,1568500274,86,-5.36,104.98,68.01,2.42
474,Kachiry,1,KZ,1568500274,87,53.07,76.1,54.33,6.46
475,Dali,100,CN,1568500274,93,34.79,109.94,57.57,2.04
476,Marzuq,100,YE,1568500275,51,14.4,46.47,75.39,6.64
477,Broome,53,GB,1568500275,87,52.47,1.45,59.0,8.05
478,Umm Lajj,0,SA,1568500275,75,25.02,37.27,83.85,18.7
479,Ilebo,100,CD,1568500275,94,-4.33,20.59,72.87,1.95
480,Altamont,1,CA,1568500276,72,49.4,-98.5,68.0,9.17
481,Port Macquarie,2,AU,1568500276,100,-31.43,152.91,69.01,1.12
482,Ocampo,0,MX,1568500276,50,27.32,-102.4,71.43,13.31
483,Velikiy Ustyug,94,RU,1568500276,85,60.76,46.3,45.51,12.73
484,Bollnas,100,SE,1568500277,94,61.35,16.39,47.85,12.15
485,Iskateley,100,RU,1568500277,94,67.68,53.15,49.65,16.91
486,Yumen,0,CN,1568500277,32,40.29,97.04,54.69,8.01
487,Mushie,92,CD,1568500278,85,-3.02,16.92,75.39,2.37
488,Xining,68,CN,1568500278,84,36.62,101.77,41.73,2.35
489,Meadow Lake,40,CA,1568500155,49,54.13,-108.44,71.6,11.41
490,Jiuquan,0,CN,1568500278,22,39.73,98.49,53.43,4.34
491,Sao Jose da Coroa Grande,55,BR,1568500278,91,-8.9,-35.15,68.37,3.04
492,Shingu,0,JP,1568500279,64,33.72,135.99,77.55,0.89
493,Mattru,100,SL,1568500279,96,7.62,-11.83,74.85,3.87
494,Yankton,1,US,1568500279,62,42.87,-97.4,84.99,12.75
495,Coos Bay,1,US,1568500279,68,43.37,-124.22,69.8,10.29
496,Rawson,99,AR,1568500280,42,-43.3,-65.11,57.21,8.52
497,Alice Springs,0,AU,1568500280,19,-23.7,133.88,57.2,2.24
498,Evensk,98,RU,1568500280,47,61.92,159.24,47.67,2.15
499,Naze,99,NG,1568500280,96,5.43,7.07,73.41,3.96
500,Ulladulla,1,AU,1568500281,36,-35.36,150.48,60.8,17.22
501,Timmins,90,CA,1568500281,100,48.48,-81.33,51.8,9.17
502,Gorontalo,52,ID,1568500281,67,0.54,123.06,79.89,7.83
503,Tibacuy,40,CO,1568500281,51,4.35,-74.45,62.6,11.41
504,Dajabon,40,DO,1568500281,70,19.55,-71.71,87.8,9.17
505,Zyryanka,100,RU,1568500282,53,65.73,150.89,55.41,11.07
506,Abu Dhabi,0,AE,1568500206,84,24.47,54.37,89.6,5.82
507,Do Gonbadan,0,IR,1568500282,22,30.36,50.8,75.2,3.13
508,Cayenne,0,GF,1568500282,78,4.94,-52.33,82.4,3.36
509,Qaqortoq,0,GL,1568500283,82,60.72,-46.03,42.8,10.29
510,Bereda,0,ES,1568500283,88,43.27,-7.54,66.99,5.82
511,Novyy Urgal,58,RU,1568500283,73,51.07,132.56,51.45,2.1
512,Pembroke,90,CA,1568500283,67,45.82,-77.11,62.6,14.99
513,Taiping,75,MY,1568500284,94,4.85,100.74,75.2,3.36
514,Pacifica,20,US,1568500284,50,37.61,-122.49,84.99,21.92
515,Mikhaylovskoye,0,RU,1568500284,49,43.1,44.64,54.15,3.98
516,Qiqihar,20,CN,1568500284,43,47.35,123.91,62.97,14.7
517,Ambunti,78,PG,1568500285,64,-4.22,142.82,85.83,1.23
518,Bondo,96,CD,1568500285,93,3.81,23.69,69.63,2.26
519,Tarata,0,PE,1568500285,72,-17.47,-70.03,60.8,9.17
520,Katsuura,20,JP,1568500285,88,33.93,134.5,73.4,5.82
521,Rapid Valley,1,US,1568500286,32,44.06,-103.15,82.0,3.36
522,Puerto Leguizamo,99,CO,1568500286,96,-0.19,-74.78,73.77,1.36
523,Sabang,100,PH,1568500286,95,13.8,121.11,75.99,2.46
524,Athabasca,66,CA,1568500247,67,54.72,-113.29,63.15,0.85
525,Arenal,100,CO,1568500287,95,8.46,-73.94,78.27,3.65
526,Boxtel,49,NL,1568500287,87,51.59,5.33,55.99,1.12
527,Havre-Saint-Pierre,90,CA,1568500287,81,50.23,-63.6,50.0,6.93
528,Talakan,71,RU,1568500287,89,50.29,130.28,54.51,11.45
529,Corona,1,US,1568500101,27,33.88,-117.57,104.0,14.99
530,Tura,93,RU,1568500288,72,64.27,100.22,31.11,2.06
531,Lazaro Cardenas,75,MX,1568500288,39,28.39,-105.62,82.4,10.78
532,Matara,67,BI,1568500288,80,-3.48,29.48,54.69,1.99
533,Axim,100,GH,1568500289,93,4.87,-2.24,75.93,7.47
534,Berezovka,0,RU,1568500289,93,55.71,42.61,43.35,6.04
535,Ust-Nera,100,RU,1568500289,95,64.57,143.24,40.29,4.52
536,Krasnokholm,61,RU,1568500289,40,51.6,54.16,63.69,6.87
537,Auki,100,NG,1568500290,89,12.18,6.51,74.13,11.39
538,Vila Franca do Campo,40,PT,1568500290,77,37.72,-25.43,68.0,5.82
539,Nguru,41,NG,1568500290,60,12.88,10.45,80.97,9.37
540,San Cristobal,94,HN,1568500290,78,14.68,-86.92,73.23,5.23
541,Jumla,98,NP,1568500291,95,29.28,82.18,53.25,1.39
542,Hualmay,28,PE,1568500258,86,-11.1,-77.61,60.81,13.96
543,Tarauaca,54,BR,1568500291,62,-8.16,-70.77,79.35,0.98
544,Sao Filipe,2,CV,1568500291,86,14.9,-24.5,77.91,17.87
545,Kidal,1,ML,1568500292,16,18.44,1.41,95.37,11.23
546,Ca Mau,88,VN,1568500292,91,9.18,105.15,77.01,11.12
547,Puerto Colombia,75,CO,1568500292,79,10.99,-74.96,87.8,11.41
548,Gedo,65,ET,1568500292,95,9.01,37.45,56.31,0.87
549,Nevsehir,75,TR,1568500292,82,38.62,34.71,61.0,9.17
550,Samarai,100,PG,1568500293,88,-10.62,150.67,71.43,8.12
551,Sidrolandia,75,BR,1568500293,27,-20.93,-54.96,89.6,4.7
552,Rongcheng,66,CN,1568500293,63,37.16,122.42,72.33,7.54
553,Pilar,20,AR,1568500175,59,-34.46,-58.91,64.99,11.41
554,Ibitinga,0,BR,1568500294,54,-21.76,-48.83,84.2,9.17
555,Kichera,100,RU,1568500294,74,55.93,110.1,25.89,8.84
556,Acajutla,20,SV,1568500260,46,13.59,-89.83,89.6,4.7
557,Mayo,90,CA,1568500294,62,63.59,-135.9,55.4,11.41
558,Faya,0,SA,1568500295,63,18.39,42.45,69.8,4.05
559,Halifax,75,CA,1568500172,77,44.65,-63.58,59.0,17.22
560,Yar-Sale,84,RU,1568500295,76,66.83,70.83,35.61,11.83
561,Namwala,40,ZM,1568500295,27,-15.75,26.45,64.41,2.68
562,Bansi,100,IN,1568500295,88,27.18,82.93,77.01,8.12
563,Wanning,74,AT,1568500296,82,48.64,13.53,59.0,4.7
564,Birecik,75,TR,1568500296,33,37.03,37.98,72.0,3.36
565,Pangnirtung,0,CA,1568500296,63,66.15,-65.72,26.79,4.52
