,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Kilindoni,9,TZ,1568652945,80,-7.91,39.67,78.43,11.3
375,Solvychegodsk,72,RU,1568652945,97,61.33,46.92,42.43,5.28
376,Wanaka,89,NZ,1568652945,77,-44.7,169.14,29.11,12.33
377,Capaci,20,IT,1568652945,73,38.17,13.24,78.01,5.82
378,Saldanha,46,PT,1568652946,52,41.42,-6.55,72.13,6.2
379,Esperance,79,AU,1568652946,81,-33.86,121.89,51.8,13.87
380,Haskovo,90,BG,1568652946,24,41.93,25.56,80.6,4.7
381,Angoche,29,MZ,1568652946,82,-16.23,39.91,73.21,6.64
382,Aksarka,50,RU,1568652883,84,66.56,67.8,42.61,10.71
383,Ternate,90,PH,1568652947,94,14.29,120.72,78.8,6.93
384,Ubala,55,YE,1568652947,72,13.89,44.44,70.33,2.57
385,Kandrian,65,PG,1568652947,96,-6.21,149.55,72.49,5.08
386,Sorland,20,NO,1568652947,66,67.67,12.69,51.8,9.17
387,Husavik,2,CA,1568652948,56,50.56,-96.99,77.0,8.01
388,Beloha,0,MG,1568652948,72,-25.17,45.06,65.83,11.92
389,Megion,0,RU,1568652948,71,61.04,76.11,57.2,8.95
390,Barra,75,GM,1568652949,100,13.49,-16.54,71.6,13.87
391,Maceio,40,BR,1568652760,51,-9.67,-35.74,82.4,10.29
392,Xichang,76,CN,1568652949,95,27.88,102.25,55.75,1.68
393,Kavieng,9,PG,1568652949,75,-2.57,150.8,82.93,8.57
394,Barahona,40,DO,1568652949,59,18.21,-71.1,91.4,17.22
395,Strezhevoy,0,RU,1568652950,71,60.73,77.6,57.2,8.95
396,Huarmey,100,PE,1568652950,89,-10.07,-78.15,60.43,14.12
397,Nueva Gerona,10,CU,1568652950,73,21.88,-82.8,84.37,8.55
398,Tandil,29,AR,1568652950,26,-37.33,-59.14,61.0,5.01
399,Cogtong,99,PH,1568652951,81,9.84,124.53,78.79,10.54
400,Shasta Lake,20,US,1568652951,58,40.68,-122.36,73.99,9.17
401,Palpa,64,PE,1568652951,43,-14.53,-75.19,72.85,13.49
402,Touros,40,BR,1568652952,62,-5.2,-35.46,84.2,18.34
403,Ormara,100,PK,1568652952,28,25.21,64.64,89.23,9.19
404,Ranau,75,MY,1568652952,88,5.95,116.67,77.0,5.82
405,Carmen,75,PH,1568652952,88,7.36,125.71,80.6,2.24
406,Baker City,1,US,1568652881,71,44.77,-117.83,55.0,7.11
407,Guangyuan,93,CN,1568652953,89,32.43,105.86,57.37,2.44
408,Keelung,20,TW,1568652953,88,25.13,121.74,79.0,4.7
409,Carsamba,75,TR,1568652953,72,41.2,36.72,63.0,3.36
410,Mersing,55,MY,1568652953,95,2.43,103.84,73.03,0.11
411,Sao Gabriel,67,BR,1568652667,84,-30.34,-54.32,72.49,16.06
412,Kikwit,54,CD,1568652954,77,-5.04,18.82,74.47,2.3
413,Robertsport,100,LR,1568652954,90,6.75,-11.37,77.35,8.37
414,Half Moon Bay,90,US,1568652954,100,37.46,-122.43,66.0,6.06
415,San Quintin,70,PH,1568652955,92,17.54,120.52,75.01,3.2
416,Souillac,0,FR,1568652955,31,45.6,-0.6,91.0,5.82
417,Pangai,59,TO,1568652955,82,-19.8,-174.35,73.03,23.76
418,Morant Bay,20,JM,1568652955,55,17.88,-76.41,91.4,9.17
419,Necochea,0,AR,1568652956,52,-38.55,-58.74,55.0,8.01
420,Batemans Bay,100,AU,1568652956,87,-35.71,150.18,46.0,4.0
421,Ucluelet,90,CA,1568652956,100,48.94,-125.55,57.0,14.94
422,Wajir,0,KE,1568652956,31,1.75,40.07,89.6,6.93
423,Paide,34,EE,1568652957,94,58.89,25.57,48.99,1.01
424,Saint-Georges,99,CA,1568652957,79,46.12,-70.67,59.0,12.06
425,Yinchuan,100,CN,1568652957,44,38.48,106.21,64.93,4.38
426,Kampot,40,KH,1568652958,83,10.62,104.18,82.4,8.05
427,Adrar,20,DZ,1568652958,12,27.87,-0.29,109.4,18.34
428,Okato,100,NZ,1568652958,91,-39.19,173.88,56.83,22.37
429,Yertarskiy,67,RU,1568652958,95,56.79,64.3,45.31,5.68
430,Hambantota,100,LK,1568652958,81,6.12,81.12,80.59,17.76
431,Sulangan,98,PH,1568652959,74,11.14,123.72,80.95,4.41
432,Luderitz,0,NA,1568652959,72,-26.65,15.16,64.4,18.34
433,Sitka,71,US,1568652959,44,37.17,-99.65,89.01,17.0
434,Nador,40,MA,1568652960,83,35.17,-2.93,78.8,5.82
435,Polunochnoye,35,RU,1568652960,82,60.87,60.43,39.01,3.56
436,Bethel,90,US,1568652960,93,60.79,-161.76,51.8,13.87
437,Cermik,40,TR,1568652909,41,38.14,39.45,77.0,8.05
438,Sarangani,100,PH,1568652960,80,5.4,125.46,80.95,10.0
439,Miri,92,NG,1568652961,90,10.31,9.75,72.85,1.83
440,Haines Junction,100,CA,1568652961,73,60.75,-137.51,42.79,2.75
441,Chancay,90,PE,1568652961,82,-11.56,-77.27,62.6,6.93
442,Birsk,100,RU,1568652962,91,55.42,55.54,48.37,15.28
443,Sao Bras de Alportel,20,PT,1568652962,83,37.15,-7.89,77.0,9.17
444,Felanitx,90,ES,1568652962,83,39.47,3.15,81.0,9.17
445,Zverinogolovskoye,92,RU,1568652963,90,54.46,64.85,49.81,5.32
446,Lohne,83,DE,1568652963,71,52.78,11.48,61.0,3.0
447,Zvenigorod,0,RU,1568652963,71,55.73,36.86,53.6,15.66
448,Abaran,20,ES,1568652964,61,38.21,-1.4,82.99,10.29
449,Arantangi,100,IN,1568652964,78,10.17,78.99,81.13,5.19
450,Ancud,40,CL,1568652964,66,-41.87,-73.83,50.0,9.17
451,Yarim,74,YE,1568652964,74,14.3,44.38,71.59,2.3
452,Pueblo,1,US,1568652750,32,38.25,-104.61,84.0,14.99
453,Moose Factory,20,CA,1568652965,67,51.26,-80.61,62.6,4.7
454,Lata,14,IN,1568652965,94,30.78,78.62,35.77,1.12
455,Kayerkan,0,RU,1568652965,69,69.35,87.76,35.6,20.13
456,Coahuayana,95,MX,1568652966,75,18.62,-100.35,82.75,1.97
457,Makakilo City,1,US,1568652966,78,21.35,-158.09,82.4,3.36
458,Iralaya,40,HN,1568652966,74,15.0,-83.23,87.8,7.76
459,Carballo,20,ES,1568652966,69,43.21,-8.69,75.2,9.17
460,Pringsewu,57,ID,1568652967,96,-5.36,104.98,69.61,2.8
461,Banda Aceh,94,ID,1568652967,81,5.56,95.32,81.85,17.29
462,Wairoa,74,NZ,1568652967,62,-39.04,177.43,55.0,1.99
463,Corn Island,100,NI,1568652967,73,12.17,-83.04,83.83,10.0
464,Sambava,79,MG,1568652968,95,-14.27,50.17,63.67,1.79
465,Iwanai,28,JP,1568652968,91,42.97,140.51,53.41,3.42
466,Rosarito,75,CO,1568652782,72,4.91,-75.23,84.2,8.05
467,Ulaangom,22,MN,1568652968,54,49.98,92.07,46.93,3.11
468,Yuncheng,100,CN,1568652968,77,35.03,111.0,67.27,4.92
469,Gandu,100,CN,1568652969,94,35.89,102.33,46.57,1.01
470,Coromandel,16,BR,1568652721,18,-18.47,-47.2,92.11,9.69
471,Mabaruma,75,GY,1568652969,88,8.2,-59.78,83.29,1.39
472,Vaitape,80,PF,1568652969,80,-16.52,-151.75,77.17,17.05
473,Zhigansk,50,RU,1568652969,82,66.77,123.37,30.73,7.2
474,Burgeo,100,CA,1568652970,92,47.61,-57.61,54.49,8.32
475,Surt,0,LY,1568652772,68,31.21,16.59,78.25,13.4
476,Xianyang,20,CN,1568652970,100,34.31,108.72,64.99,4.47
477,Taltal,8,CL,1568652970,60,-25.41,-70.49,60.43,8.66
478,Griffith,90,AU,1568652971,75,-34.29,146.06,44.6,14.99
479,Poum,20,MK,1568652971,47,41.28,20.71,75.2,2.24
480,Wanning,75,AT,1568652971,60,48.64,13.53,73.4,2.24
481,Orange Cove,20,US,1568652972,60,36.62,-119.31,72.0,4.7
482,Tamparan,47,PH,1568652972,86,7.88,124.34,68.89,4.63
483,Comodoro Rivadavia,0,AR,1568652883,48,-45.87,-67.48,53.6,19.46
484,Xacmaz,0,AZ,1568652973,76,41.46,48.81,64.75,6.91
485,Ixtapa,40,MX,1568652805,66,20.71,-105.21,87.01,5.46
486,Caucaia,20,BR,1568652973,48,-3.73,-38.66,86.0,21.92
487,Praia,0,BR,1568652973,42,-20.25,-43.81,84.2,10.29
488,Wencheng,0,CN,1568652974,86,27.79,120.09,62.59,3.91
489,Vao,56,EE,1568652974,91,59.1,26.19,47.47,7.4
490,Port Moresby,58,PG,1568652974,86,-9.47,147.16,75.37,19.57
491,Bhopal,90,IN,1568652909,94,23.25,77.4,75.2,9.17
492,Yazoo City,1,US,1568652974,49,32.86,-90.41,95.0,5.82
493,Dubrovka,90,RU,1568652975,81,59.85,30.93,50.0,13.42
494,Gravdal,75,NO,1568652975,71,59.79,5.78,53.6,24.16
495,Mareeba,16,AU,1568652975,73,-16.99,145.42,69.8,5.82
496,Inirida,83,CO,1568652975,50,3.87,-67.92,93.73,2.15
497,Bud,40,NO,1568652976,81,62.91,6.91,50.0,6.93
498,Salcininkai,75,LT,1568652976,50,54.3,25.38,57.2,14.99
499,Saint-Francois,0,FR,1568652976,29,46.42,3.91,89.6,5.82
500,Torbay,75,CA,1568652977,82,47.66,-52.73,64.99,12.75
501,Kirkwall,40,GB,1568652811,66,58.98,-2.96,51.8,17.22
502,Dondo,20,MZ,1568652977,78,-19.62,34.74,75.2,11.41
503,Ulaanbaatar,0,MN,1568652977,64,47.92,106.92,39.2,2.24
504,Krasnokamensk,100,RU,1568652978,82,50.1,118.04,40.45,13.31
505,Ghansor,100,IN,1568652978,95,22.66,79.95,73.93,3.74
506,Avera,1,US,1568652978,46,33.19,-82.53,91.0,8.05
507,Seidu,93,NG,1568652978,92,8.32,4.47,75.37,3.0
508,Kelowna,20,CA,1568652979,87,49.89,-119.5,57.0,2.24
509,Kurilsk,100,RU,1568652979,97,45.23,147.88,59.35,10.89
510,Daura,21,NG,1568652979,60,13.04,8.32,80.77,6.06
511,Estelle,0,FR,1568652980,57,43.97,3.47,80.01,9.17
512,Nang Rong,98,TH,1568652980,86,14.64,102.79,75.01,2.62
513,Houston,75,US,1568652967,55,29.76,-95.37,91.99,11.41
514,Bafoulabe,70,ML,1568652980,74,13.81,-10.83,87.61,8.1
515,Shingu,8,JP,1568652981,95,33.72,135.99,64.75,6.62
516,Peski,90,RU,1568652981,81,59.94,30.38,50.0,13.42
517,Tinsukia,98,IN,1568652981,90,27.49,95.36,75.73,3.13
518,Mujiayingzi,17,CN,1568652982,67,42.12,118.78,49.81,7.43
519,Richards Bay,0,ZA,1568652982,88,-28.77,32.06,71.05,23.13
520,Kuching,90,MY,1568652982,88,1.56,110.34,78.8,3.36
521,Ordzhonikidze,14,UA,1568652982,50,44.96,35.36,57.91,5.93
522,Vardo,40,US,1568652983,51,39.62,-77.74,87.01,3.36
523,Bahia Honda,28,CU,1568652983,71,22.9,-83.16,83.65,5.79
524,Methoni,0,GR,1568652983,36,36.82,21.7,80.6,4.7
525,Penaflor,0,CL,1568652983,54,-33.62,-70.92,68.0,5.82
526,Nurota,0,UZ,1568652984,27,40.56,65.69,64.4,6.93
527,Kabare,70,RW,1568652984,91,-1.65,29.38,58.63,2.64
528,Ca Mau,100,VN,1568652963,92,9.18,105.15,77.53,5.7
529,Liwonde,68,MW,1568652984,49,-15.05,35.2,73.57,2.89
530,Naxos,0,GR,1568652985,60,37.11,25.38,75.2,11.41
531,Rumoi,50,JP,1568652985,82,43.93,141.67,65.29,18.12
532,Igarka,100,RU,1568652985,91,67.47,86.57,36.49,18.92
533,Kon Tum,46,VN,1568652985,99,14.36,108.0,68.17,1.19
534,Port Said,0,EG,1568652986,26,25.34,30.55,84.55,10.42
535,Jamalpur,100,BD,1568652986,85,24.93,89.95,80.23,7.09
536,Tilichiki,90,RU,1568652986,90,60.47,166.1,40.45,1.81
537,Mesopotamia,0,GR,1568652986,19,40.51,21.16,80.6,6.93
538,Khorramshahr,0,IR,1568652987,30,30.43,48.18,100.4,4.7
539,Wladyslawowo,20,PL,1568652960,58,54.79,18.4,57.0,20.8
540,Yar-Sale,35,RU,1568652987,86,66.83,70.83,42.25,7.16
541,Barinas,32,VE,1568652988,52,8.64,-70.23,91.39,4.52
542,Tiarei,40,PF,1568652988,83,-17.53,-149.33,71.6,2.24
543,Palatka,85,RU,1568652988,92,60.1,150.94,34.87,1.07
544,Sao Joao da Barra,20,BR,1568652988,51,-21.64,-41.05,84.2,18.34
545,Fushan,52,CN,1568652989,73,32.67,118.71,67.81,8.46
546,Tsimlyansk,0,RU,1568652989,26,47.65,42.1,63.13,10.65
547,Kieta,35,PG,1568652989,81,-6.22,155.63,79.33,7.14
548,Mvuma,21,ZW,1568652989,33,-19.28,30.53,66.73,9.19
549,Coihaique,75,CL,1568652990,57,-45.58,-72.07,50.0,8.05
550,Accra,20,GH,1568652793,74,5.56,-0.21,82.4,17.22
